KODJAZ;AKRCIS;KODCIS;UROVEN;CHODNOTA;ZKRTEXT;TEXT;ADMPLOD;ADMNEPO;NADVAZ
"CS";"CZ-NACE_KL";80004;5;"68320";"Správa nemovitostí na základì smlouvy nebo dohody";"Správa nemovitostí na základì smlouvy nebo dohody";"01.01.2008";"09.09.9999";"6832"
"CS";"CZ-NACE_KL";80004;1;"M";"Profesní, vìdecké a technické èinnosti";"Profesní, vìdecké a technické èinnosti";"01.01.2008";"09.09.9999";
"CS";"CZ-NACE_KL";80004;2;"69";"Právní a úèetnické èinnosti";"Právní a úèetnické èinnosti";"01.01.2008";"09.09.9999";"M"
"CS";"CZ-NACE_KL";80004;3;"691";"Právní èinnosti";"Právní èinnosti";"01.01.2008";"09.09.9999";"69"
"CS";"CZ-NACE_KL";80004;4;"6910";"Právní èinnosti";"Právní èinnosti";"01.01.2008";"09.09.9999";"691"
"CS";"CZ-NACE_KL";80004;5;"69100";"Právní èinnosti";"Právní èinnosti";"01.01.2008";"09.09.9999";"6910"
"CS";"CZ-NACE_KL";80004;3;"692";"Úèetnické a auditorské èinnosti; daòové poradenství";"Úèetnické a auditorské èinnosti; daòové poradenství";"01.01.2008";"09.09.9999";"69"
"CS";"CZ-NACE_KL";80004;4;"6920";"Úèetnické a auditorské èinnosti; daòové poradenství";"Úèetnické a auditorské èinnosti; daòové poradenství";"01.01.2008";"09.09.9999";"692"
"CS";"CZ-NACE_KL";80004;5;"69200";"Úèetnické a auditorské èinnosti; daòové poradenství";"Úèetnické a auditorské èinnosti; daòové poradenství";"01.01.2008";"09.09.9999";"6920"
"CS";"CZ-NACE_KL";80004;2;"70";"Èinnosti vedení podnikù; poradenství v oblasti øízení";"Èinnosti vedení podnikù; poradenství v oblasti øízení";"01.01.2008";"09.09.9999";"M"
"CS";"CZ-NACE_KL";80004;3;"701";"Èinnosti vedení podnikù";"Èinnosti vedení podnikù";"01.01.2008";"09.09.9999";"70"
"CS";"CZ-NACE_KL";80004;4;"7010";"Èinnosti vedení podnikù";"Èinnosti vedení podnikù";"01.01.2008";"09.09.9999";"701"
"CS";"CZ-NACE_KL";80004;5;"70100";"Èinnosti vedení podnikù";"Èinnosti vedení podnikù";"01.01.2008";"09.09.9999";"7010"
"CS";"CZ-NACE_KL";80004;3;"702";"Poradenství v oblasti øízení";"Poradenství v oblasti øízení";"01.01.2008";"09.09.9999";"70"
"CS";"CZ-NACE_KL";80004;4;"7021";"Poradenství v oblasti vztahù s veøejností a komunikace";"Poradenství v oblasti vztahù s veøejností a komunikace";"01.01.2008";"09.09.9999";"702"
"CS";"CZ-NACE_KL";80004;5;"70210";"Poradenství v oblasti vztahù s veøejností a komunikace";"Poradenství v oblasti vztahù s veøejností a komunikace";"01.01.2008";"09.09.9999";"7021"
"CS";"CZ-NACE_KL";80004;4;"7022";"Ostatní poradenství v oblasti podnikání a øízení";"Ostatní poradenství v oblasti podnikání a øízení";"01.01.2008";"09.09.9999";"702"
"CS";"CZ-NACE_KL";80004;5;"70220";"Ostatní poradenství v oblasti podnikání a øízení";"Ostatní poradenství v oblasti podnikání a øízení";"01.01.2008";"09.09.9999";"7022"
"CS";"CZ-NACE_KL";80004;2;"71";"Architektonické,inenırské èinnosti; techn.zkoušky, analızy";"Architektonické a inenırské èinnosti; technické zkoušky a analızy";"01.01.2008";"09.09.9999";"M"
"CS";"CZ-NACE_KL";80004;3;"711";"Architektonické,inenırské èinnosti,souv.technic.poradenství";"Architektonické a inenırské èinnosti a související technické poradenství";"01.01.2008";"09.09.9999";"71"
"CS";"CZ-NACE_KL";80004;4;"7111";"Architektonické èinnosti";"Architektonické èinnosti";"01.01.2008";"09.09.9999";"711"
"CS";"CZ-NACE_KL";80004;5;"71110";"Architektonické èinnosti";"Architektonické èinnosti";"01.01.2008";"09.09.9999";"7111"
"CS";"CZ-NACE_KL";80004;4;"7112";"Inenırské èinnosti a související technické poradenství";"Inenırské èinnosti a související technické poradenství";"01.01.2008";"09.09.9999";"711"
"CS";"CZ-NACE_KL";80004;5;"71121";"Geologickı prùzkum";"Geologickı prùzkum";"01.01.2008";"09.09.9999";"7112"
"CS";"CZ-NACE_KL";80004;5;"71122";"Zemìmìøické a kartografické èinnosti";"Zemìmìøické a kartografické èinnosti";"01.01.2008";"09.09.9999";"7112"
"CS";"CZ-NACE_KL";80004;5;"71123";"Hydrometeorologické a meteorologické èinnosti";"Hydrometeorologické a meteorologické èinnosti";"01.01.2008";"09.09.9999";"7112"
"CS";"CZ-NACE_KL";80004;5;"71129";"Ost. inenırské èinnosti, souv. technické poradenství j. n.";"Ostatní inenırské èinnosti a související technické poradenství j. n.";"01.01.2008";"09.09.9999";"7112"
"CS";"CZ-NACE_KL";80004;3;"712";"Technické zkoušky a analızy";"Technické zkoušky a analızy";"01.01.2008";"09.09.9999";"71"
"CS";"CZ-NACE_KL";80004;4;"7120";"Technické zkoušky a analızy";"Technické zkoušky a analızy";"01.01.2008";"09.09.9999";"712"
"CS";"CZ-NACE_KL";80004;5;"71201";"Zkoušky a analızy vyhrazenıch technickıch zaøízení";"Zkoušky a analızy vyhrazenıch technickıch zaøízení";"01.01.2008";"09.09.9999";"7120"
"CS";"CZ-NACE_KL";80004;5;"71209";"Ostatní technické zkoušky a analızy";"Ostatní technické zkoušky a analızy";"01.01.2008";"09.09.9999";"7120"
"CS";"CZ-NACE_KL";80004;2;"72";"Vızkum a vıvoj";"Vızkum a vıvoj";"01.01.2008";"09.09.9999";"M"
"CS";"CZ-NACE_KL";80004;3;"721";"Vızkum a vıvoj v oblasti pøírodních a technickıch vìd";"Vızkum a vıvoj v oblasti pøírodních a technickıch vìd";"01.01.2008";"09.09.9999";"72"
"CS";"CZ-NACE_KL";80004;4;"7211";"Vızkum a vıvoj v oblasti biotechnologie";"Vızkum a vıvoj v oblasti biotechnologie";"01.01.2008";"09.09.9999";"721"
"CS";"CZ-NACE_KL";80004;5;"72110";"Vızkum a vıvoj v oblasti biotechnologie";"Vızkum a vıvoj v oblasti biotechnologie";"01.01.2008";"09.09.9999";"7211"
"CS";"CZ-NACE_KL";80004;4;"7219";"Ostatní vızkum a vıvoj v oblasti pøírodních, technickıch vìd";"Ostatní vızkum a vıvoj v oblasti pøírodních a technickıch vìd";"01.01.2008";"09.09.9999";"721"
"CS";"CZ-NACE_KL";80004;5;"72191";"Vızkum a vıvoj v oblasti lékaøskıch vìd";"Vızkum a vıvoj v oblasti lékaøskıch vìd";"01.01.2008";"09.09.9999";"7219"
"CS";"CZ-NACE_KL";80004;5;"72192";"Vızkum a vıvoj v oblasti technickıch vìd";"Vızkum a vıvoj v oblasti technickıch vìd";"01.01.2008";"09.09.9999";"7219"
"CS";"CZ-NACE_KL";80004;5;"72199";"Vızkum a vıvoj v oblasti jinıch pøírodních vìd";"Vızkum a vıvoj v oblasti jinıch pøírodních vìd";"01.01.2008";"09.09.9999";"7219"
"CS";"CZ-NACE_KL";80004;3;"722";"Vızkum a vıvoj v oblasti spoleèenskıch a humanitních vìd";"Vızkum a vıvoj v oblasti spoleèenskıch a humanitních vìd";"01.01.2008";"09.09.9999";"72"
"CS";"CZ-NACE_KL";80004;4;"7220";"Vızkum a vıvoj v oblasti spoleèenskıch a humanitních vìd";"Vızkum a vıvoj v oblasti spoleèenskıch a humanitních vìd";"01.01.2008";"09.09.9999";"722"
"CS";"CZ-NACE_KL";80004;5;"72200";"Vızkum a vıvoj v oblasti spoleèenskıch a humanitních vìd";"Vızkum a vıvoj v oblasti spoleèenskıch a humanitních vìd";"01.01.2008";"09.09.9999";"7220"
"CS";"CZ-NACE_KL";80004;2;"73";"Reklama a prùzkum trhu";"Reklama a prùzkum trhu";"01.01.2008";"09.09.9999";"M"
"CS";"CZ-NACE_KL";80004;3;"731";"Reklamní èinnosti";"Reklamní èinnosti";"01.01.2008";"09.09.9999";"73"
"CS";"CZ-NACE_KL";80004;4;"7311";"Èinnosti reklamních agentur";"Èinnosti reklamních agentur";"01.01.2008";"09.09.9999";"731"
"CS";"CZ-NACE_KL";80004;5;"73110";"Èinnosti reklamních agentur";"Èinnosti reklamních agentur";"01.01.2008";"09.09.9999";"7311"
"CS";"CZ-NACE_KL";80004;4;"7312";"Zastupování médií pøi prodeji reklamního èasu a prostoru";"Zastupování médií pøi prodeji reklamního èasu a prostoru";"01.01.2008";"09.09.9999";"731"
"CS";"CZ-NACE_KL";80004;5;"73120";"Zastupování médií pøi prodeji reklamního èasu a prostoru";"Zastupování médií pøi prodeji reklamního èasu a prostoru";"01.01.2008";"09.09.9999";"7312"
"CS";"CZ-NACE_KL";80004;3;"732";"Prùzkum trhu a veøejného mínìní";"Prùzkum trhu a veøejného mínìní";"01.01.2008";"09.09.9999";"73"
"CS";"CZ-NACE_KL";80004;4;"7320";"Prùzkum trhu a veøejného mínìní";"Prùzkum trhu a veøejného mínìní";"01.01.2008";"09.09.9999";"732"
"CS";"CZ-NACE_KL";80004;5;"73200";"Prùzkum trhu a veøejného mínìní";"Prùzkum trhu a veøejného mínìní";"01.01.2008";"09.09.9999";"7320"
"CS";"CZ-NACE_KL";80004;2;"74";"Ostatní profesní, vìdecké a technické èinnosti";"Ostatní profesní, vìdecké a technické èinnosti";"01.01.2008";"09.09.9999";"M"
"CS";"CZ-NACE_KL";80004;3;"741";"Specializované návrháøské èinnosti";"Specializované návrháøské èinnosti";"01.01.2008";"09.09.9999";"74"
"CS";"CZ-NACE_KL";80004;4;"7410";"Specializované návrháøské èinnosti";"Specializované návrháøské èinnosti";"01.01.2008";"09.09.9999";"741"
"CS";"CZ-NACE_KL";80004;5;"74100";"Specializované návrháøské èinnosti";"Specializované návrháøské èinnosti";"01.01.2008";"09.09.9999";"7410"
"CS";"CZ-NACE_KL";80004;3;"742";"Fotografické èinnosti";"Fotografické èinnosti";"01.01.2008";"09.09.9999";"74"
"CS";"CZ-NACE_KL";80004;4;"7420";"Fotografické èinnosti";"Fotografické èinnosti";"01.01.2008";"09.09.9999";"742"
"CS";"CZ-NACE_KL";80004;5;"74200";"Fotografické èinnosti";"Fotografické èinnosti";"01.01.2008";"09.09.9999";"7420"
"CS";"CZ-NACE_KL";80004;3;"743";"Pøekladatelské a tlumoènické èinnosti";"Pøekladatelské a tlumoènické èinnosti";"01.01.2008";"09.09.9999";"74"
"CS";"CZ-NACE_KL";80004;4;"7430";"Pøekladatelské a tlumoènické èinnosti";"Pøekladatelské a tlumoènické èinnosti";"01.01.2008";"09.09.9999";"743"
"CS";"CZ-NACE_KL";80004;5;"74300";"Pøekladatelské a tlumoènické èinnosti";"Pøekladatelské a tlumoènické èinnosti";"01.01.2008";"09.09.9999";"7430"
"CS";"CZ-NACE_KL";80004;3;"749";"Ostatní profesní, vìdecké a technické èinnosti j. n.";"Ostatní profesní, vìdecké a technické èinnosti j. n.";"01.01.2008";"09.09.9999";"74"
"CS";"CZ-NACE_KL";80004;4;"7490";"Ostatní profesní, vìdecké a technické èinnosti j. n.";"Ostatní profesní, vìdecké a technické èinnosti j. n.";"01.01.2008";"09.09.9999";"749"
"CS";"CZ-NACE_KL";80004;5;"74901";"Poradenství v oblasti bezpeènosti a ochrany zdraví pøi práci";"Poradenství v oblasti bezpeènosti a ochrany zdraví pøi práci";"01.01.2008";"09.09.9999";"7490"
"CS";"CZ-NACE_KL";80004;5;"74902";"Poradenství v oblasti poární ochrany";"Poradenství v oblasti poární ochrany";"01.01.2008";"09.09.9999";"7490"
"CS";"CZ-NACE_KL";80004;5;"74909";"Jiné profesní, vìdecké a technické èinnosti j. n.";"Jiné profesní, vìdecké a technické èinnosti j. n.";"01.01.2008";"09.09.9999";"7490"
"CS";"CZ-NACE_KL";80004;2;"75";"Veterinární èinnosti";"Veterinární èinnosti";"01.01.2008";"09.09.9999";"M"
"CS";"CZ-NACE_KL";80004;3;"750";"Veterinární èinnosti";"Veterinární èinnosti";"01.01.2008";"09.09.9999";"75"
"CS";"CZ-NACE_KL";80004;4;"7500";"Veterinární èinnosti";"Veterinární èinnosti";"01.01.2008";"09.09.9999";"750"
"CS";"CZ-NACE_KL";80004;5;"75000";"Veterinární èinnosti";"Veterinární èinnosti";"01.01.2008";"09.09.9999";"7500"
"CS";"CZ-NACE_KL";80004;1;"N";"Administrativní a podpùrné èinnosti";"Administrativní a podpùrné èinnosti";"01.01.2008";"09.09.9999";
"CS";"CZ-NACE_KL";80004;2;"77";"Èinnosti v oblasti pronájmu a operativního leasingu";"Èinnosti v oblasti pronájmu a operativního leasingu";"01.01.2008";"09.09.9999";"N"
"CS";"CZ-NACE_KL";80004;3;"771";"Pronájem a leasing motorovıch vozidel, kromì motocyklù";"Pronájem a leasing motorovıch vozidel, kromì motocyklù";"01.01.2008";"09.09.9999";"77"
"CS";"CZ-NACE_KL";80004;4;"7711";"Pronájem a leasing automobilù, lehkıch motorovıch vozidel";"Pronájem a leasing automobilù a jinıch lehkıch motorovıch vozidel, kromì motocyklù";"01.01.2008";"09.09.9999";"771"
"CS";"CZ-NACE_KL";80004;5;"77110";"Pronájem a leasing automobilù, lehkıch motorovıch vozidel";"Pronájem a leasing automobilù a jinıch lehkıch motorovıch vozidel, kromì motocyklù";"01.01.2008";"09.09.9999";"7711"
"CS";"CZ-NACE_KL";80004;4;"7712";"Pronájem a leasing nákladních automobilù";"Pronájem a leasing nákladních automobilù";"01.01.2008";"09.09.9999";"771"
"CS";"CZ-NACE_KL";80004;5;"77120";"Pronájem a leasing nákladních automobilù";"Pronájem a leasing nákladních automobilù";"01.01.2008";"09.09.9999";"7712"
"CS";"CZ-NACE_KL";80004;3;"772";"Pronájem a leasing vırobkù pro osobní potøebu, pro domácnost";"Pronájem a leasing vırobkù pro osobní potøebu a pøevánì pro domácnost";"01.01.2008";"09.09.9999";"77"
"CS";"CZ-NACE_KL";80004;4;"7721";"Pronájem a leasing rekreaèních a sportovních potøeb";"Pronájem a leasing rekreaèních a sportovních potøeb";"01.01.2008";"09.09.9999";"772"
"CS";"CZ-NACE_KL";80004;5;"77210";"Pronájem a leasing rekreaèních a sportovních potøeb";"Pronájem a leasing rekreaèních a sportovních potøeb";"01.01.2008";"09.09.9999";"7721"
"CS";"CZ-NACE_KL";80004;4;"7722";"Pronájem videokazet a diskù";"Pronájem videokazet a diskù";"01.01.2008";"09.09.9999";"772"
"CS";"CZ-NACE_KL";80004;5;"77220";"Pronájem videokazet a diskù";"Pronájem videokazet a diskù";"01.01.2008";"09.09.9999";"7722"
"CS";"CZ-NACE_KL";80004;4;"7729";"Pronájem a leasing ost.vırobkù pro os.potøebu,pro domácnost";"Pronájem a leasing ostatních vırobkù pro osobní potøebu a pøevánì pro domácnost";"01.01.2008";"09.09.9999";"772"
"CS";"CZ-NACE_KL";80004;5;"77290";"Pronájem a leasing ost.vırobkù pro os.potøebu,pro domácnost";"Pronájem a leasing ostatních vırobkù pro osobní potøebu a pøevánì pro domácnost";"01.01.2008";"09.09.9999";"7729"
"CS";"CZ-NACE_KL";80004;3;"773";"Pronájem a leasing ostatních strojù, zaøízení a vırobkù";"Pronájem a leasing ostatních strojù, zaøízení a vırobkù";"01.01.2008";"09.09.9999";"77"
"CS";"CZ-NACE_KL";80004;4;"7731";"Pronájem a leasing zemìdìlskıch strojù a zaøízení";"Pronájem a leasing zemìdìlskıch strojù a zaøízení";"01.01.2008";"09.09.9999";"773"
"CS";"CZ-NACE_KL";80004;5;"77310";"Pronájem a leasing zemìdìlskıch strojù a zaøízení";"Pronájem a leasing zemìdìlskıch strojù a zaøízení";"01.01.2008";"09.09.9999";"7731"
"CS";"CZ-NACE_KL";80004;4;"7732";"Pronájem a leasing stavebních strojù a zaøízení";"Pronájem a leasing stavebních strojù a zaøízení";"01.01.2008";"09.09.9999";"773"
"CS";"CZ-NACE_KL";80004;5;"77320";"Pronájem a leasing stavebních strojù a zaøízení";"Pronájem a leasing stavebních strojù a zaøízení";"01.01.2008";"09.09.9999";"7732"
"CS";"CZ-NACE_KL";80004;4;"7733";"Pronájem a leasing kanceláøskıch strojù,zaøízení,vè.poèítaèù";"Pronájem a leasing kanceláøskıch strojù a zaøízení, vèetnì poèítaèù";"01.01.2008";"09.09.9999";"773"
"CS";"CZ-NACE_KL";80004;5;"77330";"Pronájem a leasing kanceláøskıch strojù,zaøízení,vè.poèítaèù";"Pronájem a leasing kanceláøskıch strojù a zaøízení, vèetnì poèítaèù";"01.01.2008";"09.09.9999";"7733"
"CS";"CZ-NACE_KL";80004;4;"7734";"Pronájem a leasing vodních dopravních prostøedkù";"Pronájem a leasing vodních dopravních prostøedkù";"01.01.2008";"09.09.9999";"773"
"CS";"CZ-NACE_KL";80004;5;"77340";"Pronájem a leasing vodních dopravních prostøedkù";"Pronájem a leasing vodních dopravních prostøedkù";"01.01.2008";"09.09.9999";"7734"
"CS";"CZ-NACE_KL";80004;4;"7735";"Pronájem a leasing leteckıch dopravních prostøedkù";"Pronájem a leasing leteckıch dopravních prostøedkù";"01.01.2008";"09.09.9999";"773"
"CS";"CZ-NACE_KL";80004;5;"77350";"Pronájem a leasing leteckıch dopravních prostøedkù";"Pronájem a leasing leteckıch dopravních prostøedkù";"01.01.2008";"09.09.9999";"7735"
"CS";"CZ-NACE_KL";80004;4;"7739";"Pronájem a leasing ostatních strojù, zaøízení, vırobkù j. n.";"Pronájem a leasing ostatních strojù, zaøízení a vırobkù j. n.";"01.01.2008";"09.09.9999";"773"
"CS";"CZ-NACE_KL";80004;5;"77390";"Pronájem a leasing ostatních strojù, zaøízení, vırobkù j. n.";"Pronájem a leasing ostatních strojù, zaøízení a vırobkù j. n.";"01.01.2008";"09.09.9999";"7739"
"CS";"CZ-NACE_KL";80004;3;"774";"Leasing duš.vlastnictví, kromì dìl chránìn.autorskım právem";"Leasing duševního vlastnictví a podobnıch produktù, kromì dìl chránìnıch autorskım právem";"01.01.2008";"09.09.9999";"77"
"CS";"CZ-NACE_KL";80004;4;"7740";"Leasing duš.vlastnictví, kromì dìl chránìn.autorskım právem";"Leasing duševního vlastnictví a podobnıch produktù, kromì dìl chránìnıch autorskım právem";"01.01.2008";"09.09.9999";"774"
"CS";"CZ-NACE_KL";80004;5;"77400";"Leasing duš.vlastnictví, kromì dìl chránìn.autorskım právem";"Leasing duševního vlastnictví a podobnıch produktù, kromì dìl chránìnıch autorskım právem";"01.01.2008";"09.09.9999";"7740"
"CS";"CZ-NACE_KL";80004;2;"78";"Èinnosti související se zamìstnáním";"Èinnosti související se zamìstnáním";"01.01.2008";"09.09.9999";"N"
"CS";"CZ-NACE_KL";80004;3;"781";"Èinnosti agentur zprostøedkujících zamìstnání";"Èinnosti agentur zprostøedkujících zamìstnání";"01.01.2008";"09.09.9999";"78"
"CS";"CZ-NACE_KL";80004;4;"7810";"Èinnosti agentur zprostøedkujících zamìstnání";"Èinnosti agentur zprostøedkujících zamìstnání";"01.01.2008";"09.09.9999";"781"
"CS";"CZ-NACE_KL";80004;5;"78100";"Èinnosti agentur zprostøedkujících zamìstnání";"Èinnosti agentur zprostøedkujících zamìstnání";"01.01.2008";"09.09.9999";"7810"
"CS";"CZ-NACE_KL";80004;3;"782";"Èinnosti agentur zprostøedkujících práci na pøechodnou dobu";"Èinnosti agentur zprostøedkujících práci na pøechodnou dobu";"01.01.2008";"09.09.9999";"78"
"CS";"CZ-NACE_KL";80004;4;"7820";"Èinnosti agentur zprostøedkujících práci na pøechodnou dobu";"Èinnosti agentur zprostøedkujících práci na pøechodnou dobu";"01.01.2008";"09.09.9999";"782"
"CS";"CZ-NACE_KL";80004;5;"78200";"Èinnosti agentur zprostøedkujících práci na pøechodnou dobu";"Èinnosti agentur zprostøedkujících práci na pøechodnou dobu";"01.01.2008";"09.09.9999";"7820"
"CS";"CZ-NACE_KL";80004;3;"783";"Ostatní poskytování lidskıch zdrojù";"Ostatní poskytování lidskıch zdrojù";"01.01.2008";"09.09.9999";"78"
"CS";"CZ-NACE_KL";80004;4;"7830";"Ostatní poskytování lidskıch zdrojù";"Ostatní poskytování lidskıch zdrojù";"01.01.2008";"09.09.9999";"783"
"CS";"CZ-NACE_KL";80004;5;"78300";"Ostatní poskytování lidskıch zdrojù";"Ostatní poskytování lidskıch zdrojù";"01.01.2008";"09.09.9999";"7830"
"CS";"CZ-NACE_KL";80004;2;"79";"Èinnosti cestovních agentur, CK a související èinnosti";"Èinnosti cestovních agentur, kanceláøí a jiné rezervaèní a související èinnosti";"01.01.2008";"09.09.9999";"N"
"CS";"CZ-NACE_KL";80004;3;"791";"Èinnosti cestovních agentur a cestovních kanceláøí";"Èinnosti cestovních agentur a cestovních kanceláøí";"01.01.2008";"09.09.9999";"79"
"CS";"CZ-NACE_KL";80004;4;"7911";"Èinnosti cestovních agentur";"Èinnosti cestovních agentur";"01.01.2008";"09.09.9999";"791"
"CS";"CZ-NACE_KL";80004;5;"79110";"Èinnosti cestovních agentur";"Èinnosti cestovních agentur";"01.01.2008";"09.09.9999";"7911"
"CS";"CZ-NACE_KL";80004;4;"7912";"Èinnosti cestovních kanceláøí";"Èinnosti cestovních kanceláøí";"01.01.2008";"09.09.9999";"791"
"CS";"CZ-NACE_KL";80004;5;"79120";"Èinnosti cestovních kanceláøí";"Èinnosti cestovních kanceláøí";"01.01.2008";"09.09.9999";"7912"
"CS";"CZ-NACE_KL";80004;3;"799";"Ostatní rezervaèní a související èinnosti";"Ostatní rezervaèní a související èinnosti";"01.01.2008";"09.09.9999";"79"
"CS";"CZ-NACE_KL";80004;4;"7990";"Ostatní rezervaèní a související èinnosti";"Ostatní rezervaèní a související èinnosti";"01.01.2008";"09.09.9999";"799"
"CS";"CZ-NACE_KL";80004;5;"79901";"Prùvodcovské èinnosti";"Prùvodcovské èinnosti";"01.01.2008";"09.09.9999";"7990"
"CS";"CZ-NACE_KL";80004;5;"79909";"Ostatní rezervaèní a související èinnosti j. n.";"Ostatní rezervaèní a související èinnosti j. n.";"01.01.2008";"09.09.9999";"7990"
"CS";"CZ-NACE_KL";80004;2;"80";"Bezpeènostní a pátrací èinnosti";"Bezpeènostní a pátrací èinnosti";"01.01.2008";"09.09.9999";"N"
"CS";"CZ-NACE_KL";80004;3;"801";"Èinnosti soukromıch bezpeènostních agentur";"Èinnosti soukromıch bezpeènostních agentur";"01.01.2008";"09.09.9999";"80"
"CS";"CZ-NACE_KL";80004;4;"8010";"Èinnosti soukromıch bezpeènostních agentur";"Èinnosti soukromıch bezpeènostních agentur";"01.01.2008";"09.09.9999";"801"
"CS";"CZ-NACE_KL";80004;5;"80100";"Èinnosti soukromıch bezpeènostních agentur";"Èinnosti soukromıch bezpeènostních agentur";"01.01.2008";"09.09.9999";"8010"
"CS";"CZ-NACE_KL";80004;3;"802";"Èinnosti související s provozem bezpeènostních systémù";"Èinnosti související s provozem bezpeènostních systémù";"01.01.2008";"09.09.9999";"80"
"CS";"CZ-NACE_KL";80004;4;"8020";"Èinnosti související s provozem bezpeènostních systémù";"Èinnosti související s provozem bezpeènostních systémù";"01.01.2008";"09.09.9999";"802"
"CS";"CZ-NACE_KL";80004;5;"80200";"Èinnosti související s provozem bezpeènostních systémù";"Èinnosti související s provozem bezpeènostních systémù";"01.01.2008";"09.09.9999";"8020"
"CS";"CZ-NACE_KL";80004;3;"803";"Pátrací èinnosti";"Pátrací èinnosti";"01.01.2008";"09.09.9999";"80"
"CS";"CZ-NACE_KL";80004;4;"8030";"Pátrací èinnosti";"Pátrací èinnosti";"01.01.2008";"09.09.9999";"803"
"CS";"CZ-NACE_KL";80004;5;"80300";"Pátrací èinnosti";"Pátrací èinnosti";"01.01.2008";"09.09.9999";"8030"
"CS";"CZ-NACE_KL";80004;2;"81";"Èinnosti související se stavbami a úpravou krajiny";"Èinnosti související se stavbami a úpravou krajiny";"01.01.2008";"09.09.9999";"N"
"CS";"CZ-NACE_KL";80004;3;"811";"Kombinované pomocné èinnosti";"Kombinované pomocné èinnosti";"01.01.2008";"09.09.9999";"81"
"CS";"CZ-NACE_KL";80004;4;"8110";"Kombinované pomocné èinnosti";"Kombinované pomocné èinnosti";"01.01.2008";"09.09.9999";"811"
"CS";"CZ-NACE_KL";80004;5;"81100";"Kombinované pomocné èinnosti";"Kombinované pomocné èinnosti";"01.01.2008";"09.09.9999";"8110"
"CS";"CZ-NACE_KL";80004;3;"812";"Úklidové èinnosti";"Úklidové èinnosti";"01.01.2008";"09.09.9999";"81"
"CS";"CZ-NACE_KL";80004;4;"8121";"Všeobecnı úklid budov";"Všeobecnı úklid budov";"01.01.2008";"09.09.9999";"812"
"CS";"CZ-NACE_KL";80004;5;"81210";"Všeobecnı úklid budov";"Všeobecnı úklid budov";"01.01.2008";"09.09.9999";"8121"
"CS";"CZ-NACE_KL";80004;4;"8122";"Specializované èištìní a úklid budov a prùmyslovıch zaøízení";"Specializované èištìní a úklid budov a prùmyslovıch zaøízení";"01.01.2008";"09.09.9999";"812"
"CS";"CZ-NACE_KL";80004;5;"81220";"Specializované èištìní a úklid budov a prùmyslovıch zaøízení";"Specializované èištìní a úklid budov a prùmyslovıch zaøízení";"01.01.2008";"09.09.9999";"8122"
"CS";"CZ-NACE_KL";80004;4;"8129";"Ostatní úklidové èinnosti";"Ostatní úklidové èinnosti";"01.01.2008";"09.09.9999";"812"
"CS";"CZ-NACE_KL";80004;5;"81290";"Ostatní úklidové èinnosti";"Ostatní úklidové èinnosti";"01.01.2008";"09.09.9999";"8129"
"CS";"CZ-NACE_KL";80004;3;"813";"Èinnosti související s úpravou krajiny";"Èinnosti související s úpravou krajiny";"01.01.2008";"09.09.9999";"81"
"CS";"CZ-NACE_KL";80004;4;"8130";"Èinnosti související s úpravou krajiny";"Èinnosti související s úpravou krajiny";"01.01.2008";"09.09.9999";"813"
"CS";"CZ-NACE_KL";80004;5;"81300";"Èinnosti související s úpravou krajiny";"Èinnosti související s úpravou krajiny";"01.01.2008";"09.09.9999";"8130"
"CS";"CZ-NACE_KL";80004;2;"82";"Administrativní,kanceláøské,podpùrné èinnosti pro podnikání";"Administrativní, kanceláøské a jiné podpùrné èinnosti pro podnikání";"01.01.2008";"09.09.9999";"N"
"CS";"CZ-NACE_KL";80004;3;"821";"Administrativní a kanceláøské èinnosti";"Administrativní a kanceláøské èinnosti";"01.01.2008";"09.09.9999";"82"
"CS";"CZ-NACE_KL";80004;4;"8211";"Univerzální administrativní èinnosti";"Univerzální administrativní èinnosti";"01.01.2008";"09.09.9999";"821"
"CS";"CZ-NACE_KL";80004;5;"82110";"Univerzální administrativní èinnosti";"Univerzální administrativní èinnosti";"01.01.2008";"09.09.9999";"8211"
"CS";"CZ-NACE_KL";80004;4;"8219";"Kopírování,pøíprava dokumentù,ostat.kancel.podpùr.èinnosti";"Kopírování, pøíprava dokumentù a ostatní specializované kanceláøské podpùrné èinnosti";"01.01.2008";"09.09.9999";"821"
"CS";"CZ-NACE_KL";80004;5;"82190";"Kopírování,pøíprava dokumentù,ostat.kancel.podpùr.èinnosti";"Kopírování, pøíprava dokumentù a ostatní specializované kanceláøské podpùrné èinnosti";"01.01.2008";"09.09.9999";"8219"
"CS";"CZ-NACE_KL";80004;3;"822";"Èinnosti zprostøedkovatelskıch støedisek po telefonu";"Èinnosti zprostøedkovatelskıch støedisek po telefonu";"01.01.2008";"09.09.9999";"82"
"CS";"CZ-NACE_KL";80004;4;"8220";"Èinnosti zprostøedkovatelskıch støedisek po telefonu";"Èinnosti zprostøedkovatelskıch støedisek po telefonu";"01.01.2008";"09.09.9999";"822"
"CS";"CZ-NACE_KL";80004;5;"82200";"Èinnosti zprostøedkovatelskıch støedisek po telefonu";"Èinnosti zprostøedkovatelskıch støedisek po telefonu";"01.01.2008";"09.09.9999";"8220"
